timestamp,src,dst,protocol,length,ttl,flow_count,entropy_src,entropy_dst
2025-10-19T08:03:25.976549,172.31.251.196,3.230.114.92,TCP,419,128,26,2.7534343861887853,2.688721875540867
2025-10-19T08:03:25.977549,172.31.251.196,3.230.114.92,TCP,1107,128,28,2.7534343861887853,2.688721875540867
2025-10-19T08:03:26.364487,3.230.114.92,172.31.251.196,TCP,54,245,16,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.366552,3.230.114.92,172.31.251.196,TCP,1414,245,18,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.368555,3.230.114.92,172.31.251.196,TCP,1414,245,20,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.369553,172.31.251.196,3.230.114.92,TCP,54,128,30,2.7534343861887853,2.688721875540867
2025-10-19T08:03:26.370552,3.230.114.92,172.31.251.196,TCP,1414,245,22,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.371599,3.230.114.92,172.31.251.196,TCP,353,245,24,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.372688,3.230.114.92,172.31.251.196,TCP,233,245,26,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.373900,172.31.251.196,3.230.114.92,TCP,54,128,32,2.7534343861887853,2.688721875540867
2025-10-19T08:03:26.373900,3.230.114.92,172.31.251.196,TCP,54,245,28,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.374903,3.230.114.92,172.31.251.196,TCP,125,245,30,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.375901,172.31.251.196,3.230.114.92,TCP,54,128,34,2.7534343861887853,2.688721875540867
2025-10-19T08:03:26.375901,172.31.251.196,3.230.114.92,TCP,118,128,36,2.7534343861887853,2.688721875540867
2025-10-19T08:03:26.376900,3.230.114.92,172.31.251.196,TCP,419,245,32,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.376900,172.31.251.196,3.230.114.92,TCP,85,128,38,2.7534343861887853,2.688721875540867
2025-10-19T08:03:26.727879,3.230.114.92,172.31.251.196,TCP,54,245,34,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.727879,3.230.114.92,172.31.251.196,TCP,233,245,36,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.729339,3.230.114.92,172.31.251.196,TCP,116,245,38,2.688721875540867,2.7534343861887853
2025-10-19T08:03:26.729851,172.31.251.196,3.230.114.92,TCP,54,128,40,2.7534343861887853,2.688721875540867
2025-10-19T08:03:26.729851,3.230.114.92,172.31.251.196,TCP,54,245,40,2.688721875540867,2.7534343861887853
2025-10-19T08:03:27.213343,172.31.251.196,172.31.251.207,TCP,164,128,2,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:27.227982,172.31.251.207,172.31.251.196,TCP,164,64,2,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:27.272748,172.31.251.196,172.31.251.207,TCP,54,128,4,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:27.789202,172.31.251.196,172.31.251.207,TCP,164,128,6,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:27.802607,172.31.251.207,172.31.251.196,TCP,164,64,4,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:27.847697,172.31.251.196,172.31.251.207,TCP,54,128,8,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:32.236963,172.31.251.196,172.31.251.207,TCP,164,128,10,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:32.251442,172.31.251.207,172.31.251.196,TCP,164,64,6,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:32.294830,172.31.251.196,172.31.251.207,TCP,54,128,12,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:32.423998,172.31.251.196,13.89.179.9,TCP,54,128,2,2.7534343861887853,2.413088436425758
2025-10-19T08:03:32.765072,13.89.179.9,172.31.251.196,TCP,54,107,2,2.413088436425758,2.7534343861887853
2025-10-19T08:03:32.766093,172.31.251.196,13.89.179.9,TCP,54,128,4,2.7534343861887853,2.413088436425758
2025-10-19T08:03:32.803135,172.31.251.196,172.31.251.207,TCP,164,128,14,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:32.811205,172.31.251.207,172.31.251.196,TCP,164,64,8,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:32.852968,172.31.251.196,172.31.251.207,TCP,54,128,16,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:36.111002,172.31.251.196,3.230.114.92,TCP,54,128,42,2.7534343861887853,2.688721875540867
2025-10-19T08:03:36.111428,172.31.251.196,3.230.114.92,TCP,54,128,44,2.7534343861887853,2.688721875540867
2025-10-19T08:03:36.607354,3.230.114.92,172.31.251.196,TCP,78,245,42,2.688721875540867,2.7534343861887853
2025-10-19T08:03:36.607354,3.230.114.92,172.31.251.196,TCP,54,245,44,2.688721875540867,2.7534343861887853
2025-10-19T08:03:36.608355,172.31.251.196,3.230.114.92,TCP,54,128,46,2.7534343861887853,2.688721875540867
2025-10-19T08:03:36.609352,3.230.114.92,172.31.251.196,TCP,78,245,46,2.688721875540867,2.7534343861887853
2025-10-19T08:03:36.610694,3.230.114.92,172.31.251.196,TCP,54,245,48,2.688721875540867,2.7534343861887853
2025-10-19T08:03:36.611050,172.31.251.196,3.230.114.92,TCP,54,128,48,2.7534343861887853,2.688721875540867
2025-10-19T08:03:37.085062,172.31.251.196,35.170.212.206,TCP,55,128,2,2.7534343861887853,2.8423709931771084
2025-10-19T08:03:37.260539,172.31.251.196,172.31.251.207,TCP,164,128,18,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:37.269577,172.31.251.207,172.31.251.196,TCP,168,64,10,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:37.270577,172.31.251.196,172.31.251.207,TCP,164,128,20,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:37.274312,172.31.251.207,172.31.251.196,TCP,164,64,12,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:37.318721,172.31.251.196,172.31.251.207,TCP,54,128,22,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:37.319296,172.31.251.207,172.31.251.196,TCP,54,64,14,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:37.403606,35.170.212.206,172.31.251.196,TCP,66,245,2,2.8423709931771084,2.7534343861887853
2025-10-19T08:03:37.818133,172.31.251.196,172.31.251.207,TCP,164,128,24,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:37.826470,172.31.251.207,172.31.251.196,TCP,164,64,16,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:37.868169,172.31.251.196,172.31.251.207,TCP,54,128,26,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:42.285267,172.31.251.196,172.31.251.207,TCP,164,128,28,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:42.384242,172.31.251.207,172.31.251.196,TCP,54,64,18,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:42.385275,172.31.251.207,172.31.251.196,TCP,164,64,20,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:42.425241,172.31.251.196,172.31.251.207,TCP,54,128,30,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:42.839709,172.31.251.196,172.31.251.207,TCP,164,128,32,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:42.854141,172.31.251.207,172.31.251.196,TCP,164,64,22,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:42.900340,172.31.251.196,172.31.251.207,TCP,54,128,34,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:47.390167,172.31.251.196,172.31.251.207,TCP,164,128,36,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:47.422812,172.31.251.207,172.31.251.196,TCP,164,64,24,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:47.465322,172.31.251.196,172.31.251.207,TCP,54,128,38,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:47.864971,172.31.251.196,172.31.251.207,TCP,164,128,40,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:47.871852,172.31.251.207,172.31.251.196,TCP,164,64,26,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:47.914981,172.31.251.196,172.31.251.207,TCP,54,128,42,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:49.284706,172.31.251.207,172.31.251.196,TCP,982,64,28,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:49.300409,172.31.251.207,172.31.251.196,TCP,982,64,30,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:49.301409,172.31.251.196,172.31.251.207,TCP,54,128,44,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:50.050353,172.31.251.207,172.31.251.196,TCP,982,64,32,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:50.050353,172.31.251.207,172.31.251.196,TCP,983,64,34,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:50.051361,172.31.251.196,172.31.251.207,TCP,54,128,46,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:50.757111,172.31.251.207,172.31.251.196,TCP,983,64,36,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:50.758119,172.31.251.207,172.31.251.196,TCP,983,64,38,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:50.758119,172.31.251.196,172.31.251.207,TCP,54,128,48,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:52.430707,172.31.251.196,172.31.251.207,TCP,164,128,50,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:52.478259,172.31.251.207,172.31.251.196,TCP,164,64,40,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:52.521984,172.31.251.196,172.31.251.207,TCP,54,128,52,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:53.911428,172.31.251.207,172.31.251.196,TCP,168,64,42,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:53.911428,172.31.251.196,172.31.251.207,TCP,164,128,54,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:53.959615,172.31.251.207,172.31.251.196,TCP,54,64,44,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:54.172676,172.31.251.196,172.188.155.25,TCP,55,128,2,2.7534343861887853,2.5027361715940035
2025-10-19T08:03:54.241787,172.188.155.25,172.31.251.196,TCP,66,49,2,2.5027361715940035,2.7534343861887853
2025-10-19T08:03:56.443649,172.31.251.196,104.208.16.89,TCP,54,128,2,2.7534343861887853,2.873140679513133
2025-10-19T08:03:57.359672,172.31.251.207,224.0.0.251,UDP,91,255,2,2.6455933144511468,2.413088436425758
2025-10-19T08:03:57.480122,172.31.251.196,172.31.251.207,TCP,164,128,56,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:57.493054,172.31.251.207,172.31.251.196,TCP,164,64,46,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:57.547278,172.31.251.196,172.31.251.207,TCP,54,128,58,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:57.833690,172.31.251.196,23.200.152.6,UDP,1292,128,2,2.7534343861887853,2.625814583693911
2025-10-19T08:03:57.834711,172.31.251.196,23.200.152.6,UDP,1292,128,4,2.7534343861887853,2.625814583693911
2025-10-19T08:03:57.982314,23.200.152.6,172.31.251.196,UDP,82,52,2,2.625814583693911,2.7534343861887853
2025-10-19T08:03:57.983320,23.200.152.6,172.31.251.196,UDP,1292,52,4,2.625814583693911,2.7534343861887853
2025-10-19T08:03:57.984780,23.200.152.6,172.31.251.196,UDP,1292,52,6,2.625814583693911,2.7534343861887853
2025-10-19T08:03:57.984780,23.200.152.6,172.31.251.196,UDP,1292,52,8,2.625814583693911,2.7534343861887853
2025-10-19T08:03:57.986414,23.200.152.6,172.31.251.196,UDP,1292,52,10,2.625814583693911,2.7534343861887853
2025-10-19T08:03:57.987001,172.31.251.196,23.200.152.6,UDP,81,128,6,2.7534343861887853,2.625814583693911
2025-10-19T08:03:57.987001,23.200.152.6,172.31.251.196,UDP,389,52,12,2.625814583693911,2.7534343861887853
2025-10-19T08:03:57.988275,172.31.251.196,23.200.152.6,UDP,82,128,8,2.7534343861887853,2.625814583693911
2025-10-19T08:03:57.991286,172.31.251.196,23.200.152.6,UDP,131,128,10,2.7534343861887853,2.625814583693911
2025-10-19T08:03:57.991286,172.31.251.196,23.200.152.6,UDP,107,128,12,2.7534343861887853,2.625814583693911
2025-10-19T08:03:57.991286,172.31.251.196,23.200.152.6,UDP,950,128,14,2.7534343861887853,2.625814583693911
2025-10-19T08:03:58.142366,23.200.152.6,172.31.251.196,UDP,385,52,14,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.143386,23.200.152.6,172.31.251.196,UDP,386,52,16,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.143386,23.200.152.6,172.31.251.196,UDP,103,52,18,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.144572,172.31.251.196,23.200.152.6,UDP,74,128,16,2.7534343861887853,2.625814583693911
2025-10-19T08:03:58.145297,23.200.152.6,172.31.251.196,UDP,63,52,20,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.145297,23.200.152.6,172.31.251.196,UDP,112,52,22,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.145297,23.200.152.6,172.31.251.196,UDP,65,52,24,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.146598,172.31.251.196,23.200.152.6,UDP,73,128,18,2.7534343861887853,2.625814583693911
2025-10-19T08:03:58.162971,23.200.152.6,172.31.251.196,UDP,1288,52,26,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.164411,23.200.152.6,172.31.251.196,UDP,1292,52,28,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.165409,172.31.251.196,23.200.152.6,UDP,73,128,20,2.7534343861887853,2.625814583693911
2025-10-19T08:03:58.166409,23.200.152.6,172.31.251.196,UDP,1292,52,30,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.167543,23.200.152.6,172.31.251.196,UDP,240,52,32,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.168633,23.200.152.6,172.31.251.196,UDP,105,52,34,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.168633,23.200.152.6,172.31.251.196,UDP,78,52,36,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.170266,172.31.251.196,23.200.152.6,UDP,73,128,22,2.7534343861887853,2.625814583693911
2025-10-19T08:03:58.170614,172.31.251.196,23.200.152.6,UDP,77,128,24,2.7534343861887853,2.625814583693911
2025-10-19T08:03:58.171610,23.200.152.6,172.31.251.196,UDP,1494,52,38,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.172610,23.200.152.6,172.31.251.196,UDP,1292,52,40,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.173801,23.200.152.6,172.31.251.196,UDP,1269,52,42,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.173801,23.200.152.6,172.31.251.196,UDP,77,52,44,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.175122,23.200.152.6,172.31.251.196,UDP,64,52,46,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.176138,172.31.251.196,23.200.152.6,UDP,73,128,26,2.7534343861887853,2.625814583693911
2025-10-19T08:03:58.176138,172.31.251.196,23.200.152.6,UDP,73,128,28,2.7534343861887853,2.625814583693911
2025-10-19T08:03:58.178057,172.31.251.196,23.200.152.6,UDP,73,128,30,2.7534343861887853,2.625814583693911
2025-10-19T08:03:58.314895,23.200.152.6,172.31.251.196,UDP,66,52,48,2.625814583693911,2.7534343861887853
2025-10-19T08:03:58.911809,172.31.251.196,172.31.251.207,TCP,164,128,60,2.7534343861887853,2.6455933144511468
2025-10-19T08:03:58.920043,172.31.251.207,172.31.251.196,TCP,54,64,48,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:58.920043,172.31.251.207,172.31.251.196,TCP,164,64,50,2.6455933144511468,2.7534343861887853
2025-10-19T08:03:58.961682,172.31.251.196,172.31.251.207,TCP,54,128,62,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:00.050475,172.31.251.207,224.0.0.251,UDP,395,255,4,2.6455933144511468,2.413088436425758
2025-10-19T08:04:01.944454,172.31.251.196,13.89.179.9,TCP,66,128,6,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.203680,172.31.251.196,13.89.179.9,TCP,66,128,8,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.283545,13.89.179.9,172.31.251.196,TCP,66,107,4,2.413088436425758,2.7534343861887853
2025-10-19T08:04:02.284544,172.31.251.196,13.89.179.9,TCP,54,128,10,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.285131,172.31.251.196,13.89.179.9,TCP,1414,128,12,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.286006,172.31.251.196,13.89.179.9,TCP,627,128,14,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.489809,13.89.179.9,172.31.251.196,TCP,66,107,6,2.413088436425758,2.7534343861887853
2025-10-19T08:04:02.490812,172.31.251.196,13.89.179.9,TCP,54,128,16,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.490812,172.31.251.196,13.89.179.9,TCP,1414,128,18,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.491811,172.31.251.196,13.89.179.9,TCP,531,128,20,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.493884,172.31.251.196,172.31.251.207,TCP,164,128,64,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:02.502241,172.31.251.207,172.31.251.196,TCP,164,64,52,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:02.543891,172.31.251.196,172.31.251.207,TCP,54,128,66,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:02.549224,13.89.179.9,172.31.251.196,TCP,54,107,8,2.413088436425758,2.7534343861887853
2025-10-19T08:04:02.550471,13.89.179.9,172.31.251.196,TCP,153,107,10,2.413088436425758,2.7534343861887853
2025-10-19T08:04:02.551706,172.31.251.196,13.89.179.9,TCP,833,128,22,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.653485,172.31.251.207,172.31.251.196,TCP,982,64,54,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:02.667511,172.31.251.207,172.31.251.196,TCP,982,64,56,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:02.668830,172.31.251.196,172.31.251.207,TCP,54,128,68,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:02.787177,13.89.179.9,172.31.251.196,TCP,54,107,12,2.413088436425758,2.7534343861887853
2025-10-19T08:04:02.787177,13.89.179.9,172.31.251.196,TCP,153,107,14,2.413088436425758,2.7534343861887853
2025-10-19T08:04:02.788515,172.31.251.196,13.89.179.9,TCP,737,128,24,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.814352,13.89.179.9,172.31.251.196,TCP,1414,107,16,2.413088436425758,2.7534343861887853
2025-10-19T08:04:02.814352,13.89.179.9,172.31.251.196,TCP,1414,107,18,2.413088436425758,2.7534343861887853
2025-10-19T08:04:02.815412,172.31.251.196,13.89.179.9,TCP,54,128,26,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.866790,13.89.179.9,172.31.251.196,TCP,1414,107,20,2.413088436425758,2.7534343861887853
2025-10-19T08:04:02.867794,13.89.179.9,172.31.251.196,TCP,1414,107,22,2.413088436425758,2.7534343861887853
2025-10-19T08:04:02.868796,172.31.251.196,13.89.179.9,TCP,54,128,28,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.868796,13.89.179.9,172.31.251.196,TCP,979,107,24,2.413088436425758,2.7534343861887853
2025-10-19T08:04:02.868796,172.31.251.196,13.89.179.9,TCP,128,128,30,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.869794,172.31.251.196,13.89.179.9,TCP,146,128,32,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.869794,172.31.251.196,13.89.179.9,TCP,544,128,34,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.869794,172.31.251.196,13.89.179.9,TCP,1414,128,36,2.7534343861887853,2.413088436425758
2025-10-19T08:04:02.871154,172.31.251.196,13.89.179.9,TCP,786,128,38,2.7534343861887853,2.413088436425758
2025-10-19T08:04:03.165259,13.89.179.9,172.31.251.196,TCP,1414,107,26,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.166524,13.89.179.9,172.31.251.196,TCP,1414,107,28,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.166524,172.31.251.196,13.89.179.9,TCP,54,128,40,2.7534343861887853,2.413088436425758
2025-10-19T08:04:03.168332,13.89.179.9,172.31.251.196,TCP,1414,107,30,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.168682,13.89.179.9,172.31.251.196,TCP,1414,107,32,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.168682,172.31.251.196,13.89.179.9,TCP,54,128,42,2.7534343861887853,2.413088436425758
2025-10-19T08:04:03.169913,13.89.179.9,172.31.251.196,TCP,979,107,34,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.170928,13.89.179.9,172.31.251.196,TCP,54,107,36,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.170928,13.89.179.9,172.31.251.196,TCP,157,107,38,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.171928,172.31.251.196,13.89.179.9,TCP,128,128,44,2.7534343861887853,2.413088436425758
2025-10-19T08:04:03.171928,13.89.179.9,172.31.251.196,TCP,116,107,40,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.172929,172.31.251.196,13.89.179.9,TCP,54,128,46,2.7534343861887853,2.413088436425758
2025-10-19T08:04:03.172929,172.31.251.196,13.89.179.9,TCP,85,128,48,2.7534343861887853,2.413088436425758
2025-10-19T08:04:03.172929,13.89.179.9,172.31.251.196,TCP,54,107,42,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.172929,172.31.251.196,13.89.179.9,TCP,54,128,50,2.7534343861887853,2.413088436425758
2025-10-19T08:04:03.468874,13.89.179.9,172.31.251.196,TCP,367,107,44,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.468874,172.31.251.196,13.89.179.9,TCP,54,128,52,2.7534343861887853,2.413088436425758
2025-10-19T08:04:03.470306,13.89.179.9,172.31.251.196,TCP,157,107,46,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.471335,13.89.179.9,172.31.251.196,TCP,116,107,48,2.413088436425758,2.7534343861887853
2025-10-19T08:04:03.471335,172.31.251.196,13.89.179.9,TCP,54,128,54,2.7534343861887853,2.413088436425758
2025-10-19T08:04:03.536444,13.89.179.9,172.31.251.196,TCP,54,107,50,2.413088436425758,2.7534343861887853
2025-10-19T08:04:04.310299,172.31.251.207,172.31.251.196,TCP,168,64,58,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:04.311385,172.31.251.196,172.31.251.207,TCP,164,128,70,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:04.362523,172.31.251.207,172.31.251.196,TCP,54,64,60,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:05.478268,172.31.251.207,172.31.251.196,TCP,983,64,62,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:05.480341,172.31.251.207,172.31.251.196,TCP,982,64,64,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:05.480341,172.31.251.196,172.31.251.207,TCP,54,128,72,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:07.401567,172.31.251.207,172.31.251.196,TCP,983,64,66,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:07.406732,172.31.251.207,172.31.251.196,TCP,983,64,68,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:07.406732,172.31.251.196,172.31.251.207,TCP,54,128,74,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:07.516239,172.31.251.196,172.31.251.207,TCP,164,128,76,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:07.529923,172.31.251.207,172.31.251.196,TCP,164,64,70,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:07.575633,172.31.251.196,172.31.251.207,TCP,54,128,78,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:09.479426,172.31.251.207,172.31.251.196,TCP,168,64,72,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:09.479426,172.31.251.196,172.31.251.207,TCP,164,128,80,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:09.485479,172.31.251.207,172.31.251.196,TCP,54,64,74,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:12.533736,172.31.251.196,172.31.251.207,TCP,164,128,82,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:12.547328,172.31.251.207,172.31.251.196,TCP,164,64,76,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:12.590750,172.31.251.196,172.31.251.207,TCP,54,128,84,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:14.482648,172.31.251.196,172.31.251.207,TCP,164,128,86,2.7534343861887853,2.6455933144511468
2025-10-19T08:04:14.494413,172.31.251.207,172.31.251.196,TCP,54,64,78,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:14.495414,172.31.251.207,172.31.251.196,TCP,164,64,80,2.6455933144511468,2.7534343861887853
2025-10-19T08:04:14.540205,172.31.251.196,172.31.251.207,TCP,54,128,88,2.7534343861887853,2.6455933144511468
